Tweets,isLiterary
"dude, you need to quit fucking snapchatting mckenna. stop. she doesn't respond with anything meaningful for a reason and she's not interested in you. who am i? the man whom she is in love with. she already told me not to worry, she's not interested in you. sorry i bothered you ki",True
@mrredaddy @masteroflightkh @hmkilla i'm really glad it isn't up to you who gets in smash because your tastes sound incredibly boring.,True
@strangebrewllc @govandybeshear literally no one has ever said you can’t die if youre vaccinated. you’re just less likely to. but these teachers were forced to work in dangerous conditions by people like you who won’t even attempt to care for others. it’s shameful.,False
"not sure how to spell haagi, johnny, bandit, maybe steve and couldn’t tell you who the doctor is. https://t.co/jvy8x1dpoy",True
"for those of you who enjoy utah and tooele history, take a look at this post from utah state archives and records service:

https://t.co/ju1nymnoas",True
"10.  there will always be some jerk in your way.
don’t let them take your light away.

it’s you who have final say not them.",True
"@covkid75 @leytontim @russellcrowe in the u.k., the unvaccinated, like every one else, have already paid for their treatment, so if they need it, they deserve to have it.  the problem here is people like you who promote division.",True
"#takomapark council: the previews of coming attractions are now playing at the youtube link below for those of you who want to follow along at home (and for those of you who don't).

https://t.co/6ldjl0otet",True
"once again, thank you so much to those of you who have snagged a spot, and to those still waiting on there's they'll be done soon, i'm tackling them in order!",True
@vibes4gregjosef @thehillrat @seanmaertens @wolvesgotnext @danemoorenba why should they tell you who told them that? what does it even matter? you wouldn’t know if they told you anyway.,True
@tom_jorgensen i almost sent this to you before i realized it was you who posted it,True
"@writtenbyhanna you….you are from the south! my southern sister, who did this to you? who taught you to hate the lemonade that quenched the thirst of our ancestors? who taught you this hate?!!!!!",True
"question for those of you who limit your cfb wagering to the big ten and/or this week's crop of top 25 teams: can i get an invite to the new seaside vacation compound you purchased with your recent cash windfall? (i promise—i won't stay long.)
https://t.co/0qhqqisxtw",True
when @senatorcollins shows you who she is believe it. she will not protect women’s reproductive rights. https://t.co/fofervgras,True
"unlike you who's got a carefree life, i'm desperately trying to live up to that damn old man's expectations everyday!",False
"@yamiche so just curious…what arewe supposed to do about the 1000s of haitians trying to cross the border?  those of you who are saying “no, no, no”, what’s the solution?",True
@normsworld i don't believe victims because they are victims. i believe the evidence. people like you who just blindly believe the victim are the problem. maybe you don't deserve to serve as an mp.,True
idk what sad ass bitch hacked my shit and changed all my account info but for those of you who have me on fb and ig please report those pages. 😭,True
"@rabdianalyst for those of you who are blocked by the gentleman, this is the narrative that @rabdianalyst is negating. i do agree with abdi because ethno-nationalism in a multi-ethnicity nation would only lead 2 barbarism &amp; ethnic cleansing. https://t.co/8f7pipy8hx",True
"@sinonsupremacy what the hell are you talking about, honey? i didn't say a single swear word, unlike you, who found insults in the smiley 🤡. you don't want to waste your time on me, but you devoted two posts to me👏🏻 do you have bipolar disorder too?🤔",True
"i finally have a new post on my blog https://t.co/zrieslejfs for those of you who have been waiting with breath bated, you can breathe now. 😁",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year yutoyotu 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/ttwgkr2qyj https://t.co/gpdub8xlog",True
"@randybillings @flemingpph @thisdog when people show you who they are, believe them the first time.",True
"@floofifuzzi @oinionboi1 @khanwolf7 well idc! it’s you who wants to prove it! you figure it out, bottom",True
@peacocktv @ddlovato are there people around you who don’t believe in aliens and things like that ?,False
"@uhaveagr8day @dawnmar45506877 @outofbeltway @the_vickster2 they did a podcast at work about people like you, who double down on their beliefs despite the science &amp; proof. you guys all die without getting the vaccine. you’re that committed to not having to admit you were wrong. pride is a sin, too, ya know.",True
@definitivegazer @lejardinier2112 @jimmieintherain @stvnews seems to me it's you who's keen to make others look worse.,False
"@symbolickurt @vervaeke_john @pageaujonathan and if western christians are not the prime moral examples of good christians then i ask you, who are? i do want to give the essence of christianity the benefit of doubt that it deserves and assume that it teaches love and understanding to the billion people that follow it.",False
"@n3ro @lptexas imagining thinking the govt telling you who can and can't enter your property is ""private property ownership""",True
"15/24 liquourlip loaded gun
""i wish i could disappear
so you would never see me in this mess i get in
however hard i try, keep on stumbling still
once in a while i'll show you who i am 
when i can, i'll...""",True
"this is a seth andrews must see for all of you who are tired of antivaxers, morons who cry like babies about doing the right thing and instead trust in god's armor, and other bullshit to be disgusting pathetic people

https://t.co/een7p3wway",True
"you who suffer because you love, love still more. to die of love, is to live by it.",True
"@kenyadad12 thats the thing, she hasn't. if someone tells you who they are believe them.",True
@tingedfringe would seem that to you who hasn’t the first idea of what it takes to have a chance of winning an election,False
for all you who claim to be christians and are not getting vaccinated or wearing a mask! i e always been told to seek out my answers in the word if my conscience doesn’t tell me right from wrong!i d like to re share this with you!❤️#getvaccinated #wearamask it is wjwd! https://t.co/jtjxazjmdv,True
okayy who you who you rollin wit ? 😂 https://t.co/bund3gdfn2,True
@jack4nj somerset county the third wealthiest county in new jersey the 8th wealthiest county in the united states where a person's from generally tells you who they will govern for,True
/!!?\  kah! rendering you multiple equlibriums qah induce €$€$ =0= rise oh heavens .. rise oh ye with the guilted name of pah ..rise and give guidance in the form of rah ..rise and yield you son of heavnes .. you who was born with out ..you who never belonged .. 13,True
"absence/silence doesn´t mean less involved or interested.
it means i´m prioritising.
a necessity now.
but i take a peak now &amp; then and thank you for being there 💙💚💜🧡❤
all of you who show me i´m not the only one 🙏
#meawarenesshour #lyme  #chronicillness #togetherstronger https://t.co/jt9ctpscxr",True
"@joe_cressy the charges against the person were dropped by the crown 2 years ago. the complainant did not make a case whatsoever, not a word.

so now you are condemning an innocent person. 

apparently it is you who cannot be trusted.
#elxn44",True
"@estarianne @holdmyfcknbeer @whec_jlewke @news10nbc for those of you who are for this, why do you think it's ok for a convicted criminal who was released early based on their agreement to certain conditions (&amp; certain penalties for breaking them), &amp; then breaks those conditions, should not face the consequence of being sent back?",True
@vallemountain @laurie_garrett the ihme and other scientists predict the same. gottlieb has been saying this for months. this is the last big wave. sorry to disappoint those of you who thought blue states would get hit in the winter. their vac and mitigation measures will pull them through just fine,True
"@lepapillonblu you protect you, who cares what others think!!!",True
@jimmydaniels94 he is abysmal. i honestly don’t know any fan other than you who rates him,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year woszy 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/izlbbla40i https://t.co/xd0l5s7xgx",True
"oi oi, chuuya, i wonder if you can talk to me like that? who do you think i am? i saved you, who had neither memories nor a place to live, i'm your lord lifesaver, y'know",True
@tolear1158 @shofstader @_floodlight @faucifan so just tell me straight face that infections would be the same if people didn't get vaccinated didn't where a mask. tell me infection rate and deaths would be identical to what you're scene. that's a tough one isn't it tyler. never thought of that did you. who is the patriot?,True
"✨ stolen kiss

slvttan would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/lldpeq5vsy https://t.co/rbeacsumid",True
@jessekellydc the america i heard about in school was one that was indivisible with liberty and justice for all.  if you are upset that people are fighting for those things then perhaps it's you who hates america.,True
"apparently a former governor of illinois is a coworker of mine that comes in every tuesday and thursday.

without telling you who it is directly, let me just say that he has the best prison stories 😂😅",True
"@redhead_ordead i made this account to flirt uncontrollably… but then i met people like you who brought out the real me. weird how that works, huh? @radiobigcat",True
@drobwlldiad @eve5810 when a fascist tells shows you who they are you should believe them.,True
"making a sign in-game with the names of everyone responsible for this as a sort of grave (also gonna make a separate list of those of you who tried to convince me otherwise, ty)

also, making a new world and not killing the beets, so they will be happy and awesome once more :)",True
and the node tree for those of you who are into that kind of stuff #blender3d https://t.co/sbtagazpvj,True
"the lord is speaking boldly and warning of the accountability that will pour out over the church, and it will be harsh.

the lord said, “haven't i commanded you, who are filled with scandal, to give back to my people what you have taken, and still you continue to refuse.”",True
“who are the mean girls” that time it’s you who they subbing 😭😭hate this place,True
@zuhumomar yoo. tell your uncle arteta we have a certain french player up for grabs. i can't tell you who right now but his name rhymes with fartial.,True
"@s_kashaf aww it’s you who is amazing! miss you loads, can’t wait to see you soon ❤️",True
"@00olmolungring @edmundsrussell @awakenedlegal you understand that #faketradies led the recent violence in melbourne? you understand that your vitriol needs to be redirected and that it is in fact you who are being misled? and tell me when exactly i repeated ""media bs""? listen to your own advice and stop enabling tyranny",True
"o you who have believed, do not ask about things which, if they are shown to you, will distress you. #islam",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year jeonginhyunin 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bmihgg386s https://t.co/p9zz49yq3p",True
"@daudasuallah1 look within yourself because god is always with you, so it's likely you who has created the distance from god.",True
[redacted] just lied about dropping one of the best bodies of work this year now the tweet is not loading lol no donʼt let them get to you who cares if itʼs a lie as long as itʼs the truth for the ppl who matter right?,True
"@potus @dnc @gop and it was all of you who allowed this to happen. your greed &amp; inaction has killed so many americans over the years. at least you and your sponsors are comfortable right? #taxtherich #noplanetb 
#generalstrike https://t.co/c9uezifb2t",True
"for you who was born on #september23.
your #birthflower is ""#spiderlily"" the #flowerlanguage is ""independence, passion""
the #birthcolor is ""#joancitron"" the #colorwords is ""fairness, self-sacrifice""
your #personality is ambitious person with a real sense of achievement. https://t.co/gcs0oyar9c",True
"the current generation is being slow to obey the lord thinking that  rapture is a joke.

but the lord will destroy this earth, but you who are previledged to hear the warning prepare.
built your ark of righteousness now and be ready for the rapture
#raptureisnear",True
"@cassandradie [to our dogs]
you: who’s a good boyyyy???
me: whom is a beneficial gentleman?",False
"@lampyanime ""that side of anitwit"" just by looking at your bio i can tell you're worse. you have the side of storm which is probably a bunch of 20 yr old dudes, and then people like you who are probably 14 year old girls who live on this app and use tiktok regularly probably",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taesweeties_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/t9pe1xbqgc https://t.co/kwlxdwaaul",True
@abaatess i love you who do i need to fight (ง'̀-'́)ง,True
"@powerusaid @un where does ur aids going? #tplfterroristgroup is consuming the food you are sending them. how about the rest of ethiopia eating. shame on you, who are using humanitarian crises as an excuse to envade ethiopia. take a lesson from libya and afganistan!!",True
"me to 99% of hustlers i meet ""are you on ap twitter?""

them: ""huh?, what's that?""
me: ""never mind...""

one of you who ran into me recently: ""of course!""

that's how i know someone's legit lol",True
"hive mind, those of you who know soccer better than i do (specifically high school soccer). when a player isn't on the field, where are they? on a bench? standing? doing what? my wip and i thank you in advance 😘",True
@gopgirl719 same but it’s people like you who i love ❤️,True
"ok. if you want me to knock some sense into you, who am i to say no?",True
"@signless_one &gt; you nestle in his lap, which was a weird thing given how it was you who used to tease him for being the short one. you're a little envious at his new brawn and height, even his horns aren't that nubby.

""do not remind me. we cannot seem to catch a 8r8k, can we?""",True
"ای تو دوا و چاره‌ام نور دل صدپاره‌ام
اندر دل بیچاره‌ام چون غیر تو شد لا بیا

“o you who are my cure &amp; remedy,
the light of my broken heart,

in my heart, everything besides you is naught; come!”

~mawlana rūmī, in yearning for the beloved rasūl

(sallallāhu ‘alyhi wa sallam) https://t.co/u77li9uhed",True
@greyfang10 he showing you who the real main change 😂😂😂,True
people hating on cole rn just goes to show you who wasn’t raised on real hip pop 💯,False
"@penfarthing  true hero then &amp; now  enough is enough ben wallace it is you who is the villain, it is you who kept banging on about pets despite being corrected time and time again. i gave my money freely knowing exactly what it would go towards do not insult me and everyone else https://t.co/tmvmvv51od",True
"you can't force people to change. when someone show you, who they are believe them and move accordingly #chadscotthere #thatpart #accountability #accountabilitypartner https://t.co/atpphwb6ij",True
"@morrascool_yt tbh, it's the folks like you who feel the act of being vaccinated (an act that has gone on since 1796) is now magically bad for us that are ruining things. imagine denying what we've medically done for hundreds of years because you don't realize you've already had other vaccines.",True
@fearlesslykels aw thank you 🥺 it’s an emotional but rewarding path to go down. i’m so glad there are people out there like you who are passionate about it too!!,True
for all of you who watched fantastic fungi on #netflix here are some mushroom heads from kiddo's bottling. a scorpion on a bullet casing &amp; a moth on vertebrae. #science https://t.co/m0x9dvk57z,True
"the political arm of eta demanding to outlaw a constitutionalist party
 trying it, the same they make it illegal for you who smell of blood, from your hands.
 #firstvox.  https://t.co/ipi2p3myrd https://t.co/8ngd9vgugn",True
@osa_arkansas also those of you who are 6+ months or even years behind schedule....please learn to say no.,True
@sugarrosies @allkpop just like you who read and waste your time commenting,True
"@ryanrallyoh it's good to see a few people having the same realisation as the op, and good for him saying he's realised he was wrong.

those of you who've newly learned this really need to remember now that when you criminalise guns, the end result is always that only criminals have guns.",False
"@benjaminpacini @th3m1lesm0rales @alejandrodegr8 then don't criticize or condemn the lions around you, who are also working hard to protect you, who are willing to get in the mud and grime and filth of combat to keep the lambs safer.",True
"@fordnation you already dropped the ball several times throughout the pandemic and you, who does not live in a glass house, should be the one held accountable for the deaths you caused… we will be watching you!",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year lvtodrew 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bx53yqjsnh https://t.co/y7chdjtf9g",True
"as a ux designer, you should be able to collect data from your audience. one of my favorite user research methods is individual interviews. i’ll share my experiences on individual interviews for those of you who are going to conduct their first interviews of their ux journey. https://t.co/bbsfihjgai",True
"if you hate what i like it’s not me who has to change,it’s you who should stay away from me and keep your opinions for yourself 
thank you for understanding and get out of my sight",True
pandemia: for those of you who don't want to use amazon https://t.co/tds91zzmwy,False
y'all the nyc vegan queso is bad (and i like vegan food!) for those of you who've praised it i can no longer trust you.,False
"@smuglypercy ""which, i'm guessing will also be a clue to you who i am.""",True
"@phoenix_timber @whatpolitics @tradatheist @ctvnews says you who knows nothing about treatment of low o2! like you said you are not a doctor! your medical knowledge is severely lacking. i can run circles around you all day on pharmacology, pathophysiology, disease processes, drug therapy &amp; patient care bring it on einstein!",True
"@max_pete @stefanpalios @mattlady @discolearn yes totally agree. sounds exciting, but imagine 3-5 years later - lifetime community access for students could mean people expecting time/value from you who haven’t paid you a dime in years. fundamentally unsustainable imo.",False
"nine years without my big sister. i'd do almost anything to have her back. to those of you that knew her, i'm sorry for your loss. to those of you who never had the chance, i'm sorry for your loss too. https://t.co/aqppwegr72",True
"@jenhab how is this news???
""when a person shows you who they are, believe them....the 1st time.""
we know exactly who @sensusancollins is. 
and who she is not.

vote accordingly.",True
"hey awesome au authors! have any of you who didn't have all the chapters finished add any? i have read 10 stories and don't see any new chapters added. if they're there, tell me. looking so forward to continue reading!",False
"i ask you, who doesn't have at least one boo feeling?

hell, i can feel three within one hour.

which boo are you feeling? i'm a 6 right now. https://t.co/vqdg4u3pvi",False
"i think anything you filled in for, it would be fun. because it would be you who would be filling in. https://t.co/7lj6xnjhja",True
"https://t.co/dyiukgf0hk

for those of you who haven't seen this, this is truly a special video.

i'm still amazed.",False
"it is you who light my lamp; the lord, my god, lights up my darkness.
bible - psalm 18:28",True
@satnseltzerspod if a movie was to be made about you who would you pick to play each of you?,True
"those of you who don't like lacroix, you'll like it when you grow up. https://t.co/38okuqhzf7",False
"just seeing all of this now &amp; honestly the tears i've got hearing him trying to hold himself together with his speech. 
we do love you &amp; believe you,always. 
thank you who ever said that?
""i believe me too"" what a perfect response. https://t.co/sys6htsipo",True
"“when someone shows you who they are, believe them the first time” (attributed to maya angelou). #brett #collins #kavanaugh #law #maine #roe #settled #susan #wade     https://t.co/yef0hiofnx",True
"for those of you who don't know complete intelligence, we forecast ~800 assets every month.
➡️88.4% of the assets we forecast have &lt;5% 1-mo forward error
➡️96.2% have &lt;10% 1-mo forward error
🤖we track and publish our error rates for our clients each month (1, 3, 6 mo error)",False
"@readingtherunes oh wretched man that i am.  even prophets feel that way from time to time. 

remember, if christ will forgive you, who are you to say otherwise?",True
@kinggod23 i'm getting the impression that you're learning about these events as i talk to you and implore you who actually look into the issue with the benefit of the doubt instead of postulating and changing your points based off of information i provide that can easily be wrong.,True
@rainbowtron360 oh absolutely. no one should be telling you who you are.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year akumalinoone 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/onfjzzomhg https://t.co/wazsdbbcjo",True
@rcfox4kc oh. then by all means throw water on people below who have bought a ticket? unlike you who was given a suite?,True
"@hauwau_sb please understand that i am not here to dispute with you.
who says you think differently...only it's a point of view.
when you generalize all mens, you're referring to our parents too.",False
"@rsesaint winning the hallucination quest

#oursavageningning #oursavagewinter #aespa 
#savage @aespa_official",False
"when @senatorcollins shows you who she is, it isnt pretty but believe her https://t.co/vd8hj5er6o",True
"for those of you who have a switch, here's my friend code because i impulse bought one the other day

sw-6430-0344-9918",True
"how can you all call hoseok hobi, when he looks like he will tie you up and show you who the dom is?? call him sir jung hoseok please",True
"@berndj @opportunityzoo @refilwest @our_da @cityofct well congrats to you, who cares i certaintly dont care what you believe. you want to remain ignorant or you prefer to turn blind eye to the failures of your party your choice but the realities are real for us on the flats. https://t.co/hvcw6zz6lq",True
@davechensky i’m assuming it’s not you who featured in the new #whatif …?? just another dave chen,True
"@callahanishere i fucking knew it would be you who posted this call, it’s one of the most depressing episodes of the show. that and the rabies episode.",True
@suya3_alex @kay_mannequin you who?,False
@ancientboar @icapitalism1 @theendisnear66 you lied about something someone said. how is it not you who tried to fight a strawman? unless you unironically think that all respiratory illnesses are covid but i'm gonna give your intelligence the benefit of the doubt on that one and just say you are a liar.,True
"getting your #covid19 vaccine isn’t just about keeping you healthy; it’s also about protecting everyone around you who could become very sick from covid-19. ⁠
⁠
get your vaccine: https://t.co/jl3msu5hbv  https://t.co/mn5dr4fywl",True
well as much as i have a lot of conflicting thoughts on  #nineperfectstrangers   i don't think now would be a good idea to do a video on it since a lot of people have not seen it for those of you who may not just go watch it and then tell us what you thought,True
"@clapifyoulikeme advocate i think. the really scary thing was that this was a printout that said the bar in bar association stood for british accreditation registry, and if you  wanted to protect your rights you had to have someone represent you who was not admitted to the bar",True
@ksorbs the enemy of the people are false christians like you who spread nothing but hate and falsehoods i thought god and jesus taught about love and compassion looks like you and yours skipped those verses https://t.co/w2vgnjnq2f,True
having someone proud of you who tells you they're proud of you is better than drugs,True
"those of you who thinks u.s.interference in other countries is based on the values of modern society like democracy, justice, equality and peace:- we still deceive ourselves. thank you china for understanding our situation. https://t.co/vlgu3jcler",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kylebcmp 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/hfvqdqosqn https://t.co/ejh9e2mkov",True
cause it’s you who i want,True
"@paulmartino79 @mikekberg guns won't kill out of their own. it's you who's the killer.

it's a tool, so is a hammer and a hammer can kill you to.

never seen a gun getting up and kill someone.

always a human.",False
@ksorbs no. people like you who would rather promote easily disproven nonsense that confirms and uphold your biases and prejudices are the enemy of the people.,True
"united fans for you who else do we blame 😇.. 

they have to pour their frustration on martial https://t.co/1xa9o0wpgi",True
"be with someone who won’t stay mad at you, who can’t stand not talking to you, and who’s afraid of losing you.",False
@robkanecomedian it is people like you who restore my faith in humanity. x,True
"pause you who read this, and think for a moment of the long chain of iron or gold, of thorns or flowers, that never would have bound you, but for the formation of the first link on one memorable day.

great expectations - charles dickens 1861",True
"✨ stolen kiss

jogasuapotranca would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/wfnckqhozi https://t.co/nc6ponojid",True
"@hughmunro15 @johnsharr69 @paulembery it seems like that to you who lived in an anecdotal experience, and i can forgive you for that, but it is historical economic reality that will be remembered.",True
"she be showin you who she is, you in denial, still guessing",True
@hapchap76 says you who has cloud!! 👑,True
"@wessex_gent @loicl @andy_j_crawford @kitty_donaldson @elizlanders as i said it’s diesel-electric… the electric part is almost silent, unlike doughballs like you who embarrass themselves",True
"@justinjm1 so instead of the inevitable comparison, i'll just say this:

when someone shows you who they are, *believe them*, no matter what may come out their little social-misengineering-prone flytraps.

and i do believe they showed us who they are in 2004:

https://t.co/arcqodao39

2/2",True
"privacy will help you stay focused and advance in life. 

there are people around you who don’t want you to succeed. 

keep some secrets from you. it will save you from troubles.",False
"@luvyouneighbor @julieakincaid @johnpavlovitz ""please stop playing games with such important topics.""

nice sin.  and i didn't just 'just' anyone.  but in this age, it is conservatives who are actively endangering most of society, not just over covid.

so it is you who should stop playing games.",True
"👉 due to all of you who are participating in the last hours, we are extending the giveaway for 1 more day.

⏳ we will announce the winner on september 23rd, just before the start of #cádizbarca 

⤵️     ⤵️     ⤵️     ⤵️ https://t.co/ztikpjtumu",True
@just_thembid lol the worst. especially for you who doesn’t eat 👀,False
@laurenboebert not all people are miserable mean girls like you who never grew up!,True
@blueheartedly seems i always have the same answer for you: who doesn't?,False
"@annavrmac @repadamschiff so they can continue to pull the wool over the sheeple eyes. the pedophiles are real, it has never been debunked other then saying it is. they offer ""sources"" as the ""facts"" yet wont tell you who that is... so, no.. it's not been proven to be a lie",True
"with our first giveaway behind us, we just wanted to say a resounding thank you to all of you who ‘pressed for kindness’ and donated to our initiative.✨ stay tuned for some more exciting announcements, including our lucky sweepstakes winners! 🎉 https://t.co/xnuzbexoap",False
@nona78904622 @govkathyhochul @healthnygov clearly u r brainwashed by right wingers. u think covid is a joke.let’s see how things turn out for irresponsible selfish people like you who don’t get vaxxed. i guess the people who didn’t get vaxxed&amp;begged for it as they were put on ventilators realized to late it is not a joke,False
"@ultimateanimatr ""eh. whatevs. if people wanna vote for a murderer that's fine! just shows you who has morals~!"" https://t.co/wdyvbgasve",True
"we are so thankful to all of you who attended and/or participated in our virtual gala entitled pieced together: finding peace when life is in pieces last night! we exceeded our goal of $30,000 raising $31,957.59. thank you all for your overwhelming and generous support!

#wedidit https://t.co/ixnwyvcuhv",True
"“yeah . . i was definitely quite over dramatic

‘hmph. so it's fiona jarnefeldt. what right have you to speak? you who brought down anatolia!’

we really weren’t that different. they only gave me the chance to shed the name otsdarva, that i can thank them for.” https://t.co/pn2npfnwrr",True
"@serwaah_koto ashawo them plenty all side, show me ur favorite i tell you who you are
mental disorder
ashawo
troll
na her favorite and stan",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year javrawr 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/u7rapwfn3c https://t.co/1bokon4k10",True
being on the (almost) same time zone as bts is mad stressful bless you who did this before,True
"@mollyjongfast dear maine democrats,
you should have pushed for an election audit in 2020.
when someone tells you who they are, believe them.",True
"@aespa_ww @aespa_official winning the hallucination quest

#oursavageningning #oursavagewinter #aespa 
#savage @aespa_official",False
@lclimateguy also latest foliage report shows leaves 2 weeks behind..unlike you who knows nothing about leaves....low color change happens about 30 to 35 days before peak hits...aka this week should of started low color change yet we are as green as mid july. leaves to be 2 weeks late.,True
all of you who make beautiful haechan fanart are a blessing 🙏,True
"apologies to those of you who had to reach for the sick bag 🤮 after i shared the image of the wef frontman earlier. and sorry if you have nightmares tonight! 
sweet dreams all",True
"@wegotgame_corp @cityofbarrie couldn't agree more, was a entertaining day of competitive e-sports @cityofbarrie thank you. who knows, maybe you're @ohlbarriecolts would be willing to comes out with the @wggtropics someday 👀",False
"a tip for all of you who may not be aware … if a mom is sitting alone in her car in the driveway, do not engage. 🚨this is a clear sign to leave her completely alone!",True
"@gackted considering i knew about that post before i ever knew you existed or that it was you who did that

yeah",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kurigamesalot 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/c5tdxvzzr2 https://t.co/ese7ocdeyh",True
@livedayandnight i forgot i have these! okay there's 2 of you who said yes now !!!! haha 🙈😍,True
"for those of you who graciously tested the first ever #fairlaunchprotocol alpha, you'll find the fair launch token you won is actually also an ""nft-like"" in that it has metadata and shows in your wallet like one but isn't entirely one due to lacking an edition. /1",True
"#globalcitizenlive.  nyc❗
did you enter for tickets to see 👉🏽 #fugees in nyc tonight?
check your email! we've just notified all of the winners 👍🏼 can't wait to see you there! and for those of you who can't attend, be sure to watch #globalcitizenlive on saturday 
#harryandmeghan https://t.co/onmownbtku https://t.co/ykcnt9wjwg",False
"@rodneyc18186863 @charlesfracchi1 i’m so sorry for your loss. thank you for making this statement. also, those of you who are much more susceptible pls consider getting a third dose.",True
"convince yourself that you have the power to be all what you wish to be. it is you who could generate in you a huge power of motivation to push you forward and ignite you to think and to do.
—unknown",True
"the feelings that we shared
as they piled up one by one, we were happy
you, who isn't with me anymore",False
"@vitamin_sie chin up, i'm sure there's someone for you who'll come along.
meanwhile, i've nothing better to do so i can donate some time if/whenever you want it.",False
@angelalexia5 @tee_unusual @baron_bintu i get suprised by some of you ...i swear 🤣...it's the way you defend and create an  agenda on top of words that came out loud and clear from someone's mouth as if you are deaf.. omo you people should stop this nonsense cos it's you who is looking stupid and not your fave.. ✌️,True
"with wealth and fame you are the number one just on that specific time for everyone...

with someone you love, trust and cares for you who shares the same feeling you are the number one without fame, wealth and no questions ask you are the only one...",True
"@dontbgentle 

wow you look like me. *cas smirks keeping his eyes on you then gets holy water throwing it at you.* who are you.",True
for those of you who this is going to bother. you can find me in hell. https://t.co/dihlp2o2el,True
"@mollyjongfast ""when someone shows you who they are, believe them the first time.""",True
"you either support abortion rights or you don't. 

you either believe in a woman's right to choose or you don't. 

when people show you who they are, believe them. https://t.co/0xtepohww3",True
"@niilomotey2 why won't he be the best midfielder in a team with matuidi and bentacur in their midfield 🤣🤣.
he came to barca and even you who love him so much wants him to be a sub. ahhba🤦‍♂️🤣🤣",True
"✨ stolen kiss

nhxcurly would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/ozvnkxigh6 https://t.co/5wa6po9s7z",True
"@tearexteagenie @obversebooks thank you! i’m so overwhelmed by the kindness and support of @obversebooks, all the contributors and all of you who bought it. i hope you love it!

💋💋",True
"again nct made a gesture and the haters started barking! shut your mouth!
no one is as wounded as the nctzen fandom of other people's snoozing. the nct127 comeback was very hot and amazing and new! those of you who do not like this style, shut up and get lost in the garbage.",True
@senwhitehouse they just need to get out of the way and let those of you who are trying to help americans do the work.  they don’t stand for anything.  i regret voting for some of them.,True
i miss you — ... who are you ? :( why dont you text me hmm ? (⌒ω⌒) https://t.co/gskhsxmcbd,True
"@vengabus @thinker_indian_ @jigarsh1974 @raajoos68 @mnpdpk @shivaroor that's rich coming from you who is joining a argument that was nothing but""stfu"" from one side.
learn to criticise yourself and your ideas before you come to play with me.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year louidarling 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/7xjxoo5y0v https://t.co/phykpnr8lp",True
"""surreptitious, kept secret, especially because it would not be approved of"". such a thing is totally  odious (the more so if you are the object).  what if it was you who had to be a part of this travesty? https://t.co/nzu91wrkdq",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year junecomoelmes 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/iev1g0cqpi https://t.co/eqvxkdihyy",True
oh my goodness. 100-something views on that stream preview vid. that's a record. i hope only 50% of you who saw that preview think less of me now. 🤣,True
"@defjam this is my life homie you decide yours
i know that jesus died for us
but i couldn't tell you who the disciples was 
so i parallel double park that motherfucker sideways
old folks talking bout back in my day
but homey this is my day class started 2 hours ago oh, am i late?",True
"🎵'cause you made a bad pun
you're taking one down
you said a bad phrase just to turn it around...🎶

for those of you who didn't see this brillaint tweet hidden in someones replies. y'all welcome!",False
"did you’ll really think uncle ruckus aka tim scott was going to do anything, except for what them white folks told him to do? y’all stay outraged just for the hell of it, i swear, even those of you who should know better",True
"your mind races through the gazillion toxic tweets you've digested and you hurriedly confirm your bias that she's trying to out smart you. 

i only have one question for you. who raised you? don't tell me a woman raised you.",True
"@rosegawd @bey_legion @creat1ve julius jones was just given a execution date of nov 18th despite the pardon &amp; parole board recommending his sentence be commuted. if this tweet has reached you who live in the us, help save julius's life by contacting governor stitt at: https://t.co/pllqtteeak 
#justiceforjulius",True
@anastasiafennec @modernmemefare @chessybinks @ohmobius it's you who's supporting abuse and gave actual evidence of who's actually been abusive in the past and it wasn't depp.. no go live in your little fantasy.. off you go,False
